Date,Source,Production,Start_Hour,End_Hour,Day_of_Year
6/10/2022,Solar,6486,10,11,161
11/17/2024,Wind,5733,19,20,322
11/13/2022,Wind,3184,23,0,317
6/17/2024,Wind,2344,23,0,169
10/27/2020,Wind,5881,4,5,301
5/6/2025,Wind,9412,22,23,126
7/1/2023,Wind,7665,6,7,182
11/10/2023,Wind,12598,0,1,314
7/4/2024,Wind,8892,15,16,186
6/15/2021,Wind,2314,2,3,166
8/9/2025,Wind,1411,2,3,221
10/18/2023,Wind,11434,8,9,291
5/23/2022,Wind,11353,15,16,143
9/27/2020,Wind,11628,6,7,271
4/15/2021,Wind,5536,0,1,105
11/5/2023,Wind,13494,18,19,309
11/3/2022,Wind,10983,23,0,307
5/2/2021,Solar,4597,11,12,122
2/20/2024,Wind,3775,1,2,51
7/11/2024,Solar,6569,15,16,193
10/23/2025,Wind,18020,2,3,296
6/26/2021,Solar,3463,10,11,177
1/26/2023,Wind,2785,7,8,26
4/21/2024,Wind,5440,5,6,112
2/7/2024,Wind,10078,20,21,38
11/19/2023,Wind,12727,19,20,323
1/14/2020,Wind,11947,5,6,14
10/10/2025,Solar,6209,10,11,283
5/6/2020,Solar,5389,12,13,127
6/11/2023,Solar,5511,17,18,162
7/10/2020,Wind,5812,11,12,192
8/6/2023,Wind,12828,18,19,218
9/28/2022,Solar,6478,12,13,271
4/17/2025,Wind,2201,21,22,107
2/28/2023,Wind,7116,22,23,59
8/17/2020,Wind,6027,16,17,230
5/13/2021,Solar,4826,16,17,133
8/28/2020,Wind,8440,16,17,241
2/28/2021,Wind,8031,1,2,59
3/22/2024,Solar,7476,10,11,82
5/4/2022,Wind,1854,20,21,124
9/27/2022,Wind,12571,12,13,270
8/8/2025,Wind,1497,2,3,220
7/20/2021,Wind,2246,20,21,201
11/6/2023,Wind,9657,16,17,310
10/9/2022,Wind,2019,18,19,282
3/3/2021,Wind,1043,17,18,62
6/27/2021,Wind,3833,0,1,178
5/27/2024,Solar,6999,12,13,148
10/26/2021,Wind,2863,18,19,299
7/31/2020,Solar,5827,15,16,213
3/27/2023,Solar,7513,16,17,86
10/8/2023,Wind,1493,8,9,281
7/4/2020,Wind,12039,14,15,186
1/29/2025,Wind,6217,23,0,29
4/20/2025,Wind,4459,23,0,110
9/11/2022,Wind,587,7,8,254
2/15/2020,Wind,10985,15,16,46
5/14/2025,Wind,6132,23,0,134
3/5/2021,Wind,7772,10,11,64
10/26/2023,Wind,4909,1,2,299
10/24/2025,Wind,14684,1,2,297
10/27/2023,Wind,8268,2,3,300
6/16/2025,Solar,10527,15,16,167
1/7/2020,Wind,3967,3,4,7
7/22/2025,Wind,7645,0,1,203
3/15/2023,Solar,4554,9,10,74
10/6/2020,Wind,11671,11,12,280
10/15/2024,Wind,3772,7,8,289
2/18/2025,Wind,11327,19,20,49
11/25/2020,Wind,4090,14,15,330
5/22/2024,Wind,3024,23,0,143
1/22/2021,Wind,3354,10,11,22
9/10/2023,Solar,6517,16,17,253
2/14/2020,Wind,4429,19,20,45
1/11/2022,Solar,5018,12,13,11
4/6/2022,Wind,7764,10,11,96
12/19/2020,Wind,10892,10,11,354
1/24/2023,Wind,6696,12,13,24
7/1/2021,Solar,3022,18,19,182
10/25/2024,Wind,6893,12,13,299
11/14/2021,Wind,4665,12,13,318
4/17/2021,Wind,4834,4,5,107
8/6/2024,Wind,2097,22,23,219
8/23/2024,Wind,9509,2,3,236
2/26/2023,Wind,18051,17,18,57
1/7/2023,Wind,10262,5,6,7
6/3/2020,Wind,3683,23,0,155
10/11/2024,Solar,3556,17,18,285
9/26/2020,Wind,11246,9,10,270
6/11/2020,Wind,3909,22,23,163
1/28/2020,Wind,12987,10,11,28
1/21/2025,Wind,1210,0,1,21
2/7/2023,Wind,9517,11,12,38
8/17/2024,Wind,2408,22,23,230
4/7/2020,Wind,1971,19,20,98
11/18/2021,Wind,1817,8,9,322
10/19/2020,Wind,6659,18,19,293
10/13/2025,Wind,9362,17,18,286
1/18/2024,Wind,7755,8,9,18
12/9/2020,Wind,2518,3,4,344
5/18/2022,Solar,5814,11,12,138
11/26/2021,Wind,12653,14,15,330
4/21/2022,Wind,3354,4,5,111
11/16/2021,Wind,997,17,18,320
3/3/2025,Wind,3177,2,3,62
11/15/2021,Wind,1190,22,23,319
1/28/2024,Wind,9203,22,23,28
11/24/2020,Wind,3478,15,16,329
12/28/2020,Wind,8666,10,11,363
5/26/2021,Wind,8501,17,18,146
3/20/2023,Solar,8613,12,13,79
9/29/2023,Wind,6503,0,1,272
5/28/2024,Wind,12992,12,13,149
5/7/2023,Wind,1644,4,5,127
3/7/2020,Wind,5851,13,14,67
8/21/2025,Wind,9974,18,19,233
8/16/2023,Wind,2047,7,8,228
11/14/2020,Wind,9187,17,18,319
6/9/2024,Solar,2265,9,10,161
4/28/2024,Wind,7361,14,15,119
10/20/2025,Wind,13116,1,2,293
6/10/2025,Wind,1822,22,23,161
8/25/2022,Solar,4870,10,11,237
7/11/2025,Solar,13057,13,14,192
6/19/2020,Solar,2120,8,9,171
10/2/2023,Wind,2511,1,2,275
12/24/2024,Wind,3087,6,7,359
6/21/2024,Wind,8537,18,19,173
11/10/2024,Wind,699,3,4,315
6/9/2024,Solar,4699,16,17,161
9/16/2020,Solar,2486,10,11,260
4/19/2020,Wind,1476,0,1,110
5/22/2020,Wind,3981,4,5,143
1/13/2021,Wind,8363,14,15,13
8/26/2020,Wind,2102,22,23,239
1/3/2023,Wind,9035,15,16,3
6/1/2024,Wind,6325,0,1,153
12/27/2021,Wind,4859,4,5,361
3/10/2020,Wind,11560,19,20,70
1/12/2024,Wind,7101,10,11,12
5/13/2025,Wind,778,3,4,133
7/11/2023,Solar,9090,12,13,192
5/2/2024,Wind,10099,22,23,123
4/11/2024,Solar,7830,15,16,102
4/2/2024,Wind,12881,3,4,93
1/5/2020,Wind,1866,20,21,5
5/6/2025,Wind,10973,2,3,126
11/1/2024,Solar,5193,11,12,306
11/5/2021,Solar,4471,11,12,309
1/23/2022,Solar,5443,14,15,23
7/12/2021,Wind,2449,6,7,193
12/17/2021,Wind,7522,9,10,351
4/12/2025,Wind,9316,10,11,102
12/2/2022,Wind,6777,22,23,336
12/26/2023,Wind,4387,15,16,360
1/11/2024,Wind,7264,22,23,11
1/30/2022,Wind,1935,8,9,30
5/9/2021,Wind,6909,0,1,129
6/8/2024,Solar,3057,8,9,160
1/3/2022,Wind,9945,3,4,3
3/23/2021,Wind,2209,2,3,82
12/24/2020,Wind,10656,6,7,359
10/10/2024,Wind,3695,19,20,284
5/6/2023,Solar,6882,12,13,126
6/26/2021,Wind,185,4,5,177
9/17/2025,Wind,2855,21,22,260
4/24/2023,Wind,9691,16,17,114
9/6/2020,Solar,3044,10,11,250
9/6/2023,Wind,2295,5,6,249
4/17/2020,Wind,2140,2,3,108
3/20/2025,Wind,7679,16,17,79
7/16/2021,Wind,6977,11,12,197
3/18/2025,Wind,15177,10,11,77
9/25/2025,Wind,4486,17,18,268
2/22/2024,Wind,15643,23,0,53
6/20/2022,Solar,7456,13,14,171
6/12/2022,Solar,3007,8,9,163
3/9/2023,Wind,13804,18,19,68
5/9/2022,Wind,2226,6,7,129
5/5/2024,Wind,2579,7,8,126
12/4/2023,Wind,13712,7,8,338
8/4/2023,Solar,9711,14,15,216
4/6/2020,Wind,8031,3,4,97
9/15/2024,Wind,3382,5,6,259
4/5/2021,Wind,3346,3,4,95
1/27/2024,Wind,2096,3,4,27
3/12/2023,Wind,6830,4,5,71
6/8/2022,Wind,6976,21,22,159
2/17/2021,Wind,11476,13,14,48
8/16/2020,Wind,2149,1,2,229
7/7/2020,Solar,5078,12,13,189
10/31/2023,Wind,12274,13,14,304
2/11/2024,Wind,8630,20,21,42
6/12/2025,Solar,9373,10,11,163
10/28/2024,Wind,1027,4,5,302
7/11/2022,Wind,4311,23,0,192
12/25/2023,Wind,12990,19,20,359
3/27/2022,Solar,6255,12,13,86
2/14/2022,Wind,6512,23,0,45
1/29/2025,Wind,12896,6,7,29
3/12/2021,Wind,12379,0,1,71
7/5/2022,Wind,3640,2,3,186
8/19/2021,Solar,4835,13,14,231
8/5/2025,Solar,7071,12,13,217
8/28/2024,Wind,2348,22,23,241
12/27/2021,Wind,9445,16,17,361
9/18/2021,Wind,1168,2,3,261
9/23/2025,Wind,13351,14,15,266
3/20/2020,Wind,3577,6,7,80
4/27/2020,Wind,2626,17,18,118
3/22/2025,Wind,7212,16,17,81
6/12/2020,Wind,4286,4,5,164
9/12/2020,Wind,1147,1,2,256
4/18/2021,Solar,5661,11,12,108
7/10/2024,Solar,10399,13,14,192
10/7/2023,Wind,1898,6,7,280
12/8/2024,Wind,17304,8,9,343
3/17/2024,Wind,3960,4,5,77
9/19/2023,Wind,3900,3,4,262
10/21/2020,Wind,13322,9,10,295
9/16/2025,Wind,13968,16,17,259
7/8/2022,Wind,6914,18,19,189
8/29/2022,Wind,3839,20,21,241
3/7/2024,Wind,9031,9,10,67
6/16/2021,Wind,1787,19,20,167
10/21/2020,Wind,14414,10,11,295
1/10/2025,Wind,3643,6,7,10
3/27/2024,Wind,13594,23,0,87
1/20/2022,Wind,5272,19,20,20
10/23/2023,Wind,4431,20,21,296
11/13/2023,Wind,10550,2,3,317
10/24/2023,Wind,9197,13,14,297
9/13/2024,Solar,11435,15,16,257
5/8/2025,Wind,5647,3,4,128
6/26/2023,Solar,9710,12,13,177
8/17/2024,Solar,5446,16,17,230
3/9/2022,Wind,7922,15,16,68
11/29/2020,Wind,4505,4,5,334
5/23/2020,Wind,7295,19,20,144
11/4/2022,Wind,4294,23,0,308
6/2/2024,Wind,3481,23,0,154
12/16/2024,Wind,7735,10,11,351
2/6/2021,Wind,5019,20,21,37
11/9/2021,Wind,871,23,0,313
5/12/2022,Wind,5274,0,1,132
5/11/2020,Wind,11450,18,19,132
3/11/2021,Wind,15343,10,11,70
7/19/2021,Wind,7420,17,18,200
7/11/2020,Wind,4848,18,19,193
3/20/2024,Wind,1807,20,21,80
1/29/2025,Wind,13127,5,6,29
2/4/2024,Wind,6061,3,4,35
3/2/2025,Solar,12731,12,13,61
2/6/2025,Wind,3446,2,3,37
9/12/2024,Wind,3733,22,23,256
4/22/2020,Wind,4913,0,1,113
11/2/2020,Wind,12708,10,11,307
9/17/2022,Wind,8890,17,18,260
4/20/2025,Wind,8177,8,9,110
1/25/2021,Wind,4070,16,17,25
12/4/2020,Wind,9046,8,9,339
8/1/2023,Wind,16234,15,16,213
10/31/2022,Wind,12858,23,0,304
11/12/2022,Solar,5376,12,13,316
8/20/2023,Solar,6206,16,17,232
6/14/2023,Wind,3516,21,22,165
4/23/2022,Wind,7331,11,12,113
10/2/2023,Wind,4842,18,19,275
1/3/2024,Wind,18044,18,19,3
10/14/2021,Wind,2391,8,9,287
1/12/2020,Wind,7395,7,8,12
7/8/2023,Solar,4324,18,19,189
4/6/2025,Wind,10223,18,19,96
11/1/2021,Wind,8718,4,5,305
4/20/2023,Wind,12448,13,14,110
6/29/2024,Wind,3681,23,0,181
11/28/2022,Wind,3265,19,20,332
3/10/2024,Wind,2756,4,5,70
3/28/2021,Wind,3508,3,4,87
8/25/2023,Wind,2215,1,2,237
10/19/2021,Wind,10753,22,23,292
9/2/2024,Solar,4316,9,10,246
5/23/2023,Wind,6042,7,8,143
5/3/2020,Wind,1977,4,5,124
5/9/2024,Wind,3813,4,5,130
5/17/2024,Solar,3361,8,9,138
2/12/2023,Wind,2940,6,7,43
7/29/2025,Solar,10808,16,17,210
9/29/2021,Wind,2764,23,0,272
7/4/2020,Wind,7973,20,21,186
12/27/2022,Wind,9837,20,21,361
11/12/2024,Wind,9736,5,6,317
9/6/2022,Wind,2980,22,23,249
11/26/2025,Solar,6772,11,12,330
5/20/2020,Solar,5433,13,14,141
8/30/2025,Wind,4447,5,6,242
4/14/2024,Solar,5047,17,18,105
9/30/2021,Wind,6986,16,17,273
8/25/2024,Wind,6839,2,3,238
3/23/2024,Wind,15588,17,18,83
3/7/2022,Wind,10522,14,15,66
8/29/2021,Solar,7380,13,14,241
5/3/2020,Solar,4316,16,17,124
3/4/2025,Wind,2904,6,7,63
8/19/2022,Wind,4511,19,20,231
11/5/2024,Wind,91,21,22,310
11/26/2020,Solar,3501,13,14,331
11/22/2023,Wind,4282,20,21,326
3/30/2021,Wind,2984,6,7,89
9/25/2025,Wind,3047,7,8,268
8/31/2022,Solar,4337,10,11,243
1/15/2024,Wind,3779,8,9,15
8/19/2022,Wind,2570,6,7,231
7/17/2022,Solar,8145,11,12,198
2/14/2022,Wind,11199,8,9,45
12/7/2020,Wind,1051,0,1,342
1/3/2025,Wind,3705,20,21,3
10/10/2024,Wind,8274,6,7,284
7/13/2024,Solar,2289,19,20,195
10/13/2021,Solar,4051,10,11,286
2/19/2021,Wind,5554,7,8,50
3/8/2025,Wind,12639,20,21,67
11/3/2020,Wind,3571,22,23,308
6/6/2024,Wind,2561,22,23,158
9/30/2024,Wind,11102,16,17,274
4/11/2020,Wind,3011,2,3,102
6/29/2022,Solar,2385,8,9,180
6/15/2021,Solar,2124,8,9,166
8/14/2022,Wind,4666,2,3,226
5/5/2022,Wind,2050,3,4,125
8/7/2022,Wind,6195,20,21,219
8/31/2024,Solar,7347,16,17,244
6/23/2022,Wind,3896,18,19,174
8/10/2025,Wind,3182,7,8,222
6/7/2020,Wind,2147,6,7,159
1/1/2021,Wind,998,4,5,1
1/25/2021,Wind,6191,2,3,25
8/20/2022,Wind,981,23,0,232
3/8/2021,Wind,2943,22,23,67
10/11/2023,Wind,7262,23,0,284
12/31/2020,Wind,5746,1,2,366
3/31/2021,Wind,3600,9,10,90
8/23/2020,Wind,8729,13,14,236
12/1/2021,Wind,5719,21,22,335
1/11/2024,Wind,8407,14,15,11
4/19/2022,Wind,4160,21,22,109
7/30/2023,Wind,5928,22,23,211
5/20/2025,Wind,8914,18,19,140
6/13/2025,Solar,8341,17,18,164
4/30/2025,Solar,5410,12,13,120
7/6/2022,Solar,7868,14,15,187
6/7/2020,Solar,3437,10,11,159
2/19/2021,Wind,6776,16,17,50
5/11/2024,Wind,6497,0,1,132
7/7/2021,Solar,5172,12,13,188
7/20/2020,Solar,5919,14,15,202
2/24/2025,Wind,9544,16,17,55
4/15/2020,Wind,3450,20,21,106
6/2/2023,Wind,7517,6,7,153
1/19/2023,Wind,3478,2,3,19
11/16/2021,Wind,1157,19,20,320
7/1/2025,Wind,1055,4,5,182
2/21/2023,Wind,3045,9,10,52
8/9/2024,Wind,5677,7,8,222
3/25/2020,Wind,4738,9,10,85
9/19/2024,Wind,15959,15,16,263
8/24/2025,Wind,3236,21,22,236
3/4/2022,Wind,3151,18,19,63
7/21/2023,Wind,3094,21,22,202
7/4/2025,Solar,5949,18,19,185
1/3/2024,Wind,17121,7,8,3
9/14/2025,Wind,13786,18,19,257
6/30/2024,Wind,3727,2,3,182
12/19/2023,Wind,12111,16,17,353
3/26/2022,Wind,13203,13,14,85
2/9/2021,Wind,1784,5,6,40
2/5/2025,Wind,2214,3,4,36
5/31/2025,Wind,1059,5,6,151
10/31/2021,Wind,10139,7,8,304
4/27/2025,Solar,4067,14,15,117
2/13/2022,Wind,15035,21,22,44
6/23/2024,Wind,2326,5,6,175
4/21/2025,Solar,8025,11,12,111
3/16/2021,Wind,3210,5,6,75
4/29/2023,Wind,1638,2,3,119
12/23/2022,Wind,12401,20,21,357
1/30/2021,Wind,6987,16,17,30
7/30/2020,Wind,2163,1,2,212
5/5/2021,Wind,8828,18,19,125
2/4/2021,Wind,3467,23,0,35
1/19/2021,Wind,11722,9,10,19
7/21/2023,Wind,3035,23,0,202
6/8/2023,Wind,4806,4,5,159
5/14/2023,Wind,3817,21,22,134
6/19/2025,Wind,4893,6,7,170
5/18/2023,Solar,7144,10,11,138
2/15/2025,Wind,5705,7,8,46
11/20/2024,Wind,9330,12,13,325
9/22/2020,Solar,2638,15,16,266
12/15/2024,Wind,8504,17,18,350
11/20/2024,Wind,5746,8,9,325
6/14/2023,Wind,4779,0,1,165
3/11/2022,Wind,11304,17,18,70
4/28/2023,Wind,6113,18,19,118
4/1/2024,Wind,9631,14,15,92
9/13/2023,Solar,5717,14,15,256
5/29/2021,Solar,4347,10,11,149
4/1/2024,Wind,9379,19,20,92
12/3/2021,Wind,2724,2,3,337
11/9/2023,Wind,13237,18,19,313
1/13/2023,Wind,14510,7,8,13
1/22/2023,Wind,5974,8,9,22
4/13/2020,Wind,5354,7,8,104
6/29/2022,Wind,1211,3,4,180
4/29/2020,Wind,6006,20,21,120
10/5/2021,Wind,12713,14,15,278
8/27/2025,Wind,3210,8,9,239
6/23/2023,Wind,1872,4,5,174
5/4/2021,Wind,13020,4,5,124
5/3/2021,Wind,632,3,4,123
9/10/2023,Wind,3759,2,3,253
7/22/2024,Solar,7974,10,11,204
6/20/2020,Wind,1472,20,21,172
9/1/2024,Wind,4179,1,2,245
8/7/2023,Solar,9917,15,16,219
8/9/2022,Wind,7289,19,20,221
5/11/2021,Wind,2157,0,1,131
2/5/2021,Wind,2434,23,0,36
11/23/2024,Wind,19392,14,15,328
2/4/2025,Wind,3899,18,19,35
12/24/2020,Wind,11579,0,1,359
6/19/2023,Solar,5286,11,12,170
2/24/2024,Wind,7785,6,7,55
11/20/2023,Wind,8192,20,21,324
10/26/2021,Wind,3866,10,11,299
9/3/2021,Solar,1713,18,19,246
8/21/2022,Wind,603,2,3,233
5/17/2024,Wind,897,22,23,138
3/5/2024,Wind,3263,20,21,65
5/24/2023,Wind,5947,7,8,144
9/13/2020,Solar,3974,12,13,257
10/7/2021,Wind,1888,2,3,280
10/26/2025,Wind,9730,3,4,299
11/13/2024,Wind,5232,19,20,318
3/5/2025,Wind,2433,0,1,64
3/17/2022,Wind,5222,0,1,76
11/3/2022,Wind,10595,8,9,307
4/22/2023,Wind,6589,18,19,112
9/6/2024,Solar,6409,15,16,250
8/23/2021,Wind,7555,17,18,235
2/6/2020,Solar,4784,14,15,37
10/24/2020,Wind,11731,21,22,298
4/6/2021,Wind,4798,9,10,96
11/12/2020,Wind,7385,3,4,317
4/22/2021,Wind,5855,5,6,112
6/18/2021,Wind,3480,22,23,169
12/6/2022,Wind,2155,21,22,340
11/17/2021,Wind,1951,4,5,321
10/18/2025,Solar,8416,10,11,291
4/15/2020,Wind,6207,2,3,106
2/17/2020,Wind,10239,22,23,48
3/16/2025,Wind,8436,4,5,75
5/9/2021,Wind,7771,3,4,129
8/12/2020,Wind,2236,8,9,225
10/13/2021,Wind,2205,22,23,286
9/11/2024,Wind,5700,21,22,255
11/7/2024,Wind,2657,8,9,312
3/31/2020,Wind,7111,23,0,91
10/18/2023,Wind,11888,9,10,291
12/30/2021,Wind,8676,5,6,364
6/5/2021,Solar,4441,9,10,156
2/18/2024,Wind,13623,14,15,49
8/7/2020,Solar,3922,11,12,220
2/12/2024,Wind,3745,22,23,43
3/9/2024,Wind,11240,4,5,69
9/5/2022,Wind,3208,8,9,248
10/14/2020,Wind,1902,3,4,288
10/12/2023,Solar,9093,13,14,285
12/20/2023,Wind,9136,0,1,354
11/28/2021,Wind,5114,22,23,332
8/29/2024,Wind,2495,3,4,242
4/22/2023,Wind,6597,9,10,112
10/2/2024,Solar,5400,14,15,276
5/25/2023,Wind,14511,11,12,145
1/21/2024,Wind,14481,17,18,21
5/21/2020,Wind,2748,0,1,142
3/4/2023,Wind,3131,18,19,63
3/21/2022,Wind,5460,9,10,80
1/2/2023,Wind,5987,10,11,2
1/20/2023,Wind,5467,20,21,20
7/22/2023,Wind,2381,7,8,203
11/17/2025,Wind,8893,9,10,321
1/15/2025,Wind,3441,22,23,15
10/15/2023,Wind,3213,18,19,288
7/5/2024,Solar,11741,15,16,187
8/15/2024,Solar,8514,17,18,228
10/1/2021,Wind,9911,13,14,274
1/21/2022,Wind,4963,4,5,21
12/19/2022,Wind,13202,7,8,353
8/13/2025,Wind,1029,5,6,225
12/22/2021,Wind,3623,9,10,356
5/26/2025,Wind,10107,17,18,146
3/19/2024,Wind,1227,21,22,79
1/17/2022,Wind,1358,1,2,17
10/15/2023,Wind,3573,19,20,288
2/16/2025,Solar,8762,12,13,47
10/7/2022,Wind,1154,2,3,280
9/15/2021,Wind,1977,4,5,258
3/6/2025,Wind,10880,22,23,65
12/9/2021,Wind,5400,15,16,343
1/2/2023,Wind,11969,0,1,2
4/17/2021,Wind,5520,23,0,107
7/30/2021,Wind,1817,2,3,211
8/24/2020,Wind,1914,19,20,237
5/15/2020,Wind,7329,3,4,136
11/24/2023,Wind,11600,16,17,328
9/6/2023,Wind,3137,22,23,249
11/3/2025,Wind,8685,16,17,307
10/27/2025,Wind,15610,16,17,300
6/28/2025,Wind,1627,0,1,179
6/10/2025,Wind,1674,3,4,161
5/31/2022,Wind,1818,2,3,151
10/14/2020,Wind,7046,14,15,288
8/14/2023,Wind,2587,7,8,226
7/23/2020,Wind,1527,4,5,205
4/16/2022,Solar,10869,12,13,106
4/16/2025,Wind,4853,18,19,106
6/5/2021,Wind,2191,0,1,156
4/24/2020,Wind,2176,22,23,115
11/23/2023,Wind,7931,12,13,327
11/10/2023,Wind,12591,4,5,314
9/24/2024,Wind,8855,9,10,268
2/22/2025,Wind,10495,15,16,53
5/5/2025,Wind,9828,5,6,125
3/5/2025,Solar,8585,10,11,64
6/28/2024,Wind,3214,4,5,180
10/16/2020,Wind,4358,11,12,290
1/6/2023,Wind,7744,5,6,6
9/5/2022,Wind,2599,5,6,248
11/25/2022,Wind,6116,12,13,329
12/14/2020,Wind,9700,0,1,349
12/23/2023,Wind,14222,9,10,357
10/4/2022,Wind,937,19,20,277
8/26/2020,Wind,8615,7,8,239
10/7/2023,Wind,1790,2,3,280
1/26/2020,Wind,3118,9,10,26
1/5/2022,Wind,4018,20,21,5
11/26/2025,Wind,2920,20,21,330
6/15/2022,Wind,2879,22,23,166
9/26/2021,Wind,2233,1,2,269
7/28/2023,Wind,3768,21,22,209
6/4/2022,Wind,3189,8,9,155
1/10/2020,Wind,6407,10,11,10
9/30/2024,Wind,12240,4,5,274
10/1/2024,Wind,7834,5,6,275
11/18/2025,Wind,8784,21,22,322
4/3/2024,Wind,11683,23,0,94
10/31/2025,Wind,10049,2,3,304
2/22/2025,Wind,10894,2,3,53
7/27/2023,Wind,16122,14,15,208
9/17/2024,Wind,13680,18,19,261
12/6/2021,Wind,3931,10,11,340
11/25/2023,Wind,8586,2,3,329
2/26/2021,Wind,3948,10,11,57
7/3/2020,Wind,2522,23,0,185
3/19/2024,Wind,1178,1,2,79
11/12/2021,Solar,4637,12,13,316
9/20/2023,Wind,14551,16,17,263
1/23/2022,Wind,3865,16,17,23
9/30/2024,Wind,20041,12,13,274
11/11/2020,Wind,7638,22,23,316
1/17/2021,Wind,5008,4,5,17
11/26/2020,Wind,2436,6,7,331
9/14/2023,Wind,710,5,6,257
12/17/2020,Wind,5368,7,8,352
11/10/2022,Wind,3142,17,18,314
7/2/2022,Wind,1832,22,23,183
3/17/2023,Wind,9108,9,10,76
3/29/2023,Solar,9902,12,13,88
6/27/2025,Solar,9500,11,12,178
2/9/2025,Wind,3088,5,6,40
9/18/2020,Wind,6021,14,15,262
11/18/2024,Wind,9481,7,8,323
4/19/2022,Solar,4623,11,12,109
11/27/2020,Wind,2632,10,11,332
11/16/2020,Wind,9214,11,12,321
2/12/2020,Wind,9274,2,3,43
7/15/2021,Wind,7907,0,1,196
11/27/2025,Wind,6967,4,5,331
8/5/2024,Solar,8671,14,15,218
5/16/2021,Wind,9142,20,21,136
2/24/2021,Wind,6699,21,22,55
3/5/2020,Wind,5871,6,7,65
6/3/2024,Wind,3047,1,2,155
2/6/2025,Wind,5595,7,8,37
9/2/2023,Wind,2089,2,3,245
11/14/2022,Wind,4420,16,17,318
1/31/2020,Wind,6229,9,10,31
6/13/2021,Wind,2420,7,8,164
8/14/2024,Wind,3688,19,20,227
5/25/2024,Solar,3720,18,19,146
12/27/2020,Wind,7389,22,23,362
4/1/2020,Solar,5326,13,14,92
1/18/2023,Wind,5216,18,19,18
3/13/2021,Wind,11499,23,0,72
7/25/2024,Solar,4811,9,10,207
12/25/2024,Solar,3467,11,12,360
6/23/2023,Wind,1435,6,7,174
4/22/2022,Solar,8327,14,15,112
3/16/2020,Wind,3423,14,15,76
6/6/2022,Wind,2710,1,2,157
12/11/2021,Wind,10034,0,1,345
10/12/2021,Wind,2616,8,9,285
4/8/2025,Solar,9010,11,12,98
7/30/2025,Solar,7443,11,12,211
12/19/2020,Wind,11340,8,9,354
7/6/2023,Solar,7124,13,14,187
6/13/2021,Solar,4905,15,16,164
7/11/2020,Solar,4169,10,11,193
9/4/2020,Solar,2508,18,19,248
8/18/2020,Wind,697,21,22,231
6/23/2024,Solar,3387,19,20,175
12/18/2020,Wind,5793,5,6,353
10/4/2025,Wind,17093,6,7,277
3/12/2024,Wind,8894,22,23,72
10/21/2024,Wind,5133,9,10,295
3/11/2025,Wind,4647,22,23,70
8/6/2021,Wind,12722,13,14,218
1/25/2025,Wind,5523,15,16,25
3/12/2020,Wind,10434,3,4,72
12/28/2021,Wind,12227,1,2,362
6/8/2023,Wind,4772,7,8,159
10/3/2024,Wind,11198,11,12,277
1/18/2023,Wind,5226,19,20,18
6/6/2022,Wind,1864,4,5,157
12/8/2021,Wind,5364,18,19,342
3/15/2020,Wind,3727,1,2,75
3/18/2022,Wind,14015,12,13,77
3/11/2022,Wind,10416,20,21,70
2/6/2025,Wind,12071,16,17,37
4/23/2022,Wind,5823,0,1,113
2/13/2023,Solar,6344,14,15,44
12/26/2023,Wind,2721,20,21,360
8/24/2020,Wind,2460,0,1,237
10/29/2020,Wind,8549,13,14,303
5/24/2022,Wind,1737,23,0,144
10/21/2024,Wind,4204,8,9,295
4/16/2022,Wind,8184,18,19,106
5/16/2022,Solar,1701,19,20,136
5/19/2024,Wind,1146,23,0,140
10/9/2022,Solar,3480,17,18,282
5/19/2022,Wind,7130,10,11,139
7/1/2022,Wind,2336,7,8,182
5/9/2023,Wind,4052,8,9,129
2/3/2022,Wind,2472,16,17,34
6/6/2021,Solar,5111,14,15,157
9/20/2021,Wind,1552,4,5,263
5/8/2024,Wind,4590,19,20,129
5/31/2020,Wind,6587,17,18,152
3/27/2022,Wind,2412,22,23,86
9/12/2022,Wind,2581,18,19,255
8/18/2024,Solar,8765,11,12,231
5/4/2020,Solar,5337,15,16,125
10/23/2024,Wind,1709,6,7,297
2/10/2022,Wind,5360,6,7,41
4/8/2020,Solar,2595,17,18,99
9/2/2022,Wind,2750,1,2,245
5/22/2022,Wind,2963,2,3,142
1/28/2022,Wind,1216,8,9,28
7/12/2021,Wind,2454,5,6,193
11/5/2023,Wind,14785,1,2,309
2/12/2024,Wind,2207,7,8,43
6/9/2024,Wind,3499,4,5,161
5/3/2023,Wind,8694,18,19,123
2/22/2025,Wind,10315,9,10,53
11/23/2024,Wind,9018,3,4,328
4/20/2024,Wind,6161,23,0,111
1/14/2022,Solar,2655,10,11,14
12/22/2024,Wind,18534,14,15,357
1/1/2023,Wind,9041,16,17,1
7/31/2023,Wind,8004,6,7,212
6/19/2021,Solar,4434,15,16,170
6/15/2025,Wind,2381,7,8,166
7/13/2023,Solar,8460,11,12,194
11/20/2022,Wind,11679,14,15,324
7/29/2023,Wind,11633,16,17,210
6/26/2024,Solar,5746,17,18,178
5/27/2025,Wind,6782,2,3,147
5/17/2023,Solar,12591,11,12,137
11/5/2021,Wind,3138,8,9,309
9/20/2024,Wind,6343,9,10,264
8/2/2023,Wind,20359,15,16,214
5/13/2024,Wind,6358,23,0,134
12/25/2024,Wind,1322,16,17,360
9/29/2020,Wind,1250,18,19,273
2/4/2021,Wind,2756,9,10,35
1/26/2021,Wind,5374,12,13,26
3/2/2023,Solar,5920,11,12,61
